areaType,areaName,areaCode,date,newDailyNsoDeathsByDeathDate,cumDailyNsoDeathsByDeathDate
nation,England,E92000001,2020-03-07,0,9
nation,England,E92000001,2020-03-06,2,9
nation,England,E92000001,2020-03-05,2,7
nation,England,E92000001,2020-03-04,1,5
nation,England,E92000001,2020-03-03,0,4
nation,England,E92000001,2020-03-02,1,4
nation,England,E92000001,2020-03-01,0,3
nation,England,E92000001,2020-02-29,0,3
nation,England,E92000001,2020-02-28,0,3
nation,England,E92000001,2020-02-27,0,3
nation,England,E92000001,2020-02-26,0,3
nation,England,E92000001,2020-02-25,0,3
nation,England,E92000001,2020-02-24,0,3
nation,England,E92000001,2020-02-23,0,3
nation,England,E92000001,2020-02-22,1,3
nation,England,E92000001,2020-02-21,0,2
nation,England,E92000001,2020-02-20,0,2
nation,England,E92000001,2020-02-19,0,2
nation,England,E92000001,2020-02-18,0,2
nation,England,E92000001,2020-02-17,0,2
nation,England,E92000001,2020-02-16,0,2
nation,England,E92000001,2020-02-15,0,2
nation,England,E92000001,2020-02-14,0,2
nation,England,E92000001,2020-02-13,0,2
nation,England,E92000001,2020-02-12,0,2
nation,England,E92000001,2020-02-11,0,2
nation,England,E92000001,2020-02-10,0,2
nation,England,E92000001,2020-02-09,0,2
nation,England,E92000001,2020-02-08,0,2
nation,England,E92000001,2020-02-07,0,2
nation,England,E92000001,2020-02-06,0,2
nation,England,E92000001,2020-02-05,0,2
nation,England,E92000001,2020-02-04,0,2
nation,England,E92000001,2020-02-03,0,2
nation,England,E92000001,2020-02-02,1,2
nation,England,E92000001,2020-02-01,0,1
nation,England,E92000001,2020-01-31,0,1
nation,England,E92000001,2020-01-30,1,1
nation,Northern Ireland,N92000002,2022-01-07,0,4040
nation,Northern Ireland,N92000002,2022-01-06,1,4040
nation,Northern Ireland,N92000002,2022-01-05,0,4039
nation,Northern Ireland,N92000002,2022-01-04,2,4039
nation,Northern Ireland,N92000002,2022-01-03,4,4037
nation,Northern Ireland,N92000002,2022-01-02,3,4033
nation,Northern Ireland,N92000002,2022-01-01,4,4030
nation,Northern Ireland,N92000002,2021-12-31,2,4026
nation,Northern Ireland,N92000002,2021-12-30,0,4024
nation,Northern Ireland,N92000002,2021-12-29,4,4024
nation,Northern Ireland,N92000002,2021-12-28,2,4020
nation,Northern Ireland,N92000002,2021-12-27,3,4018
nation,Northern Ireland,N92000002,2021-12-26,6,4015
nation,Northern Ireland,N92000002,2021-12-25,3,4009
nation,Northern Ireland,N92000002,2021-12-24,0,4006
nation,Northern Ireland,N92000002,2021-12-23,2,4006
nation,Northern Ireland,N92000002,2021-12-22,2,4004
nation,Northern Ireland,N92000002,2021-12-21,2,4002
nation,Northern Ireland,N92000002,2021-12-20,4,4000
nation,Northern Ireland,N92000002,2021-12-19,2,3996
nation,Northern Ireland,N92000002,2021-12-18,3,3994
nation,Northern Ireland,N92000002,2021-12-17,6,3991
nation,Northern Ireland,N92000002,2021-12-16,4,3985
nation,Northern Ireland,N92000002,2021-12-15,6,3981
nation,Northern Ireland,N92000002,2021-12-14,10,3975
nation,Northern Ireland,N92000002,2021-12-13,4,3965
nation,Northern Ireland,N92000002,2021-12-12,3,3961
nation,Northern Ireland,N92000002,2021-12-11,6,3958
nation,Northern Ireland,N92000002,2021-12-10,6,3952
nation,Northern Ireland,N92000002,2021-12-09,3,3946
nation,Northern Ireland,N92000002,2021-12-08,4,3943
nation,Northern Ireland,N92000002,2021-12-07,5,3939
nation,Northern Ireland,N92000002,2021-12-06,3,3934
nation,Northern Ireland,N92000002,2021-12-05,3,3931
nation,Northern Ireland,N92000002,2021-12-04,8,3928
nation,Northern Ireland,N92000002,2021-12-03,9,3920
nation,Northern Ireland,N92000002,2021-12-02,3,3911
nation,Northern Ireland,N92000002,2021-12-01,4,3908
nation,Northern Ireland,N92000002,2021-11-30,5,3904
nation,Northern Ireland,N92000002,2021-11-29,5,3899
nation,Northern Ireland,N92000002,2021-11-28,7,3894
nation,Northern Ireland,N92000002,2021-11-27,3,3887
nation,Northern Ireland,N92000002,2021-11-26,6,3884
nation,Northern Ireland,N92000002,2021-11-25,9,3878
nation,Northern Ireland,N92000002,2021-11-24,5,3869
nation,Northern Ireland,N92000002,2021-11-23,7,3864
nation,Northern Ireland,N92000002,2021-11-22,3,3857
nation,Northern Ireland,N92000002,2021-11-21,4,3854
nation,Northern Ireland,N92000002,2021-11-20,11,3850
nation,Northern Ireland,N92000002,2021-11-19,8,3839
nation,Northern Ireland,N92000002,2021-11-18,9,3831
nation,Northern Ireland,N92000002,2021-11-17,6,3822
nation,Northern Ireland,N92000002,2021-11-16,13,3816
nation,Northern Ireland,N92000002,2021-11-15,7,3803
nation,Northern Ireland,N92000002,2021-11-14,2,3796
nation,Northern Ireland,N92000002,2021-11-13,7,3794
nation,Northern Ireland,N92000002,2021-11-12,5,3787
nation,Northern Ireland,N92000002,2021-11-11,5,3782
nation,Northern Ireland,N92000002,2021-11-10,10,3777
nation,Northern Ireland,N92000002,2021-11-09,8,3767
nation,Northern Ireland,N92000002,2021-11-08,8,3759
nation,Northern Ireland,N92000002,2021-11-07,9,3751
nation,Northern Ireland,N92000002,2021-11-06,9,3742
nation,Northern Ireland,N92000002,2021-11-05,9,3733
nation,Northern Ireland,N92000002,2021-11-04,7,3724
nation,Northern Ireland,N92000002,2021-11-03,13,3717
nation,Northern Ireland,N92000002,2021-11-02,7,3704
nation,Northern Ireland,N92000002,2021-11-01,5,3697
nation,Northern Ireland,N92000002,2021-10-31,10,3692
nation,Northern Ireland,N92000002,2021-10-30,7,3682
nation,Northern Ireland,N92000002,2021-10-29,14,3675
nation,Northern Ireland,N92000002,2021-10-28,5,3661
nation,Northern Ireland,N92000002,2021-10-27,10,3656
nation,Northern Ireland,N92000002,2021-10-26,8,3646
nation,Northern Ireland,N92000002,2021-10-25,6,3638
nation,Northern Ireland,N92000002,2021-10-24,6,3632
nation,Northern Ireland,N92000002,2021-10-23,7,3626
nation,Northern Ireland,N92000002,2021-10-22,13,3619
nation,Northern Ireland,N92000002,2021-10-21,6,3606
nation,Northern Ireland,N92000002,2021-10-20,3,3600
nation,Northern Ireland,N92000002,2021-10-19,7,3597
nation,Northern Ireland,N92000002,2021-10-18,11,3590
nation,Northern Ireland,N92000002,2021-10-17,6,3579
nation,Northern Ireland,N92000002,2021-10-16,11,3573
nation,Northern Ireland,N92000002,2021-10-15,7,3562
nation,Northern Ireland,N92000002,2021-10-14,9,3555
nation,Northern Ireland,N92000002,2021-10-13,8,3546
nation,Northern Ireland,N92000002,2021-10-12,5,3538
nation,Northern Ireland,N92000002,2021-10-11,6,3533
nation,Northern Ireland,N92000002,2021-10-10,3,3527
nation,Northern Ireland,N92000002,2021-10-09,6,3524
nation,Northern Ireland,N92000002,2021-10-08,5,3518
nation,Northern Ireland,N92000002,2021-10-07,4,3513
nation,Northern Ireland,N92000002,2021-10-06,6,3509
nation,Northern Ireland,N92000002,2021-10-05,3,3503
nation,Northern Ireland,N92000002,2021-10-04,5,3500
nation,Northern Ireland,N92000002,2021-10-03,4,3495
nation,Northern Ireland,N92000002,2021-10-02,8,3491
nation,Northern Ireland,N92000002,2021-10-01,5,3483
nation,Northern Ireland,N92000002,2021-09-30,5,3478
nation,Northern Ireland,N92000002,2021-09-29,4,3473
nation,Northern Ireland,N92000002,2021-09-28,3,3469
nation,Northern Ireland,N92000002,2021-09-27,5,3466
nation,Northern Ireland,N92000002,2021-09-26,5,3461
nation,Northern Ireland,N92000002,2021-09-25,8,3456
nation,Northern Ireland,N92000002,2021-09-24,7,3448
nation,Northern Ireland,N92000002,2021-09-23,9,3441
nation,Northern Ireland,N92000002,2021-09-22,9,3432
nation,Northern Ireland,N92000002,2021-09-21,5,3423
nation,Northern Ireland,N92000002,2021-09-20,7,3418
nation,Northern Ireland,N92000002,2021-09-19,1,3411
nation,Northern Ireland,N92000002,2021-09-18,4,3410
nation,Northern Ireland,N92000002,2021-09-17,12,3406
nation,Northern Ireland,N92000002,2021-09-16,10,3394
nation,Northern Ireland,N92000002,2021-09-15,6,3384
nation,Northern Ireland,N92000002,2021-09-14,10,3378
nation,Northern Ireland,N92000002,2021-09-13,12,3368
nation,Northern Ireland,N92000002,2021-09-12,11,3356
nation,Northern Ireland,N92000002,2021-09-11,8,3345
nation,Northern Ireland,N92000002,2021-09-10,4,3337
nation,Northern Ireland,N92000002,2021-09-09,9,3333
nation,Northern Ireland,N92000002,2021-09-08,9,3324
nation,Northern Ireland,N92000002,2021-09-07,7,3315
nation,Northern Ireland,N92000002,2021-09-06,5,3308
nation,Northern Ireland,N92000002,2021-09-05,14,3303
nation,Northern Ireland,N92000002,2021-09-04,7,3289
nation,Northern Ireland,N92000002,2021-09-03,8,3282
nation,Northern Ireland,N92000002,2021-09-02,9,3274
nation,Northern Ireland,N92000002,2021-09-01,10,3265
nation,Northern Ireland,N92000002,2021-08-31,9,3255
nation,Northern Ireland,N92000002,2021-08-30,5,3246
nation,Northern Ireland,N92000002,2021-08-29,9,3241
nation,Northern Ireland,N92000002,2021-08-28,14,3232
nation,Northern Ireland,N92000002,2021-08-27,7,3218
nation,Northern Ireland,N92000002,2021-08-26,8,3211
nation,Northern Ireland,N92000002,2021-08-25,9,3203
nation,Northern Ireland,N92000002,2021-08-24,6,3194
nation,Northern Ireland,N92000002,2021-08-23,11,3188
nation,Northern Ireland,N92000002,2021-08-22,10,3177
nation,Northern Ireland,N92000002,2021-08-21,13,3167
nation,Northern Ireland,N92000002,2021-08-20,7,3154
nation,Northern Ireland,N92000002,2021-08-19,6,3147
nation,Northern Ireland,N92000002,2021-08-18,13,3141
nation,Northern Ireland,N92000002,2021-08-17,8,3128
nation,Northern Ireland,N92000002,2021-08-16,6,3120
nation,Northern Ireland,N92000002,2021-08-15,4,3114
nation,Northern Ireland,N92000002,2021-08-14,4,3110
nation,Northern Ireland,N92000002,2021-08-13,6,3106
nation,Northern Ireland,N92000002,2021-08-12,7,3100
nation,Northern Ireland,N92000002,2021-08-11,5,3093
nation,Northern Ireland,N92000002,2021-08-10,3,3088
nation,Northern Ireland,N92000002,2021-08-09,3,3085
nation,Northern Ireland,N92000002,2021-08-08,9,3082
nation,Northern Ireland,N92000002,2021-08-07,6,3073
nation,Northern Ireland,N92000002,2021-08-06,4,3067
nation,Northern Ireland,N92000002,2021-08-05,4,3063
nation,Northern Ireland,N92000002,2021-08-04,5,3059
nation,Northern Ireland,N92000002,2021-08-03,2,3054
nation,Northern Ireland,N92000002,2021-08-02,5,3052
nation,Northern Ireland,N92000002,2021-08-01,7,3047
nation,Northern Ireland,N92000002,2021-07-31,7,3040
nation,Northern Ireland,N92000002,2021-07-30,7,3033
nation,Northern Ireland,N92000002,2021-07-29,7,3026
nation,Northern Ireland,N92000002,2021-07-28,3,3019
nation,Northern Ireland,N92000002,2021-07-27,3,3016
nation,Northern Ireland,N92000002,2021-07-26,0,3013
nation,Northern Ireland,N92000002,2021-07-25,2,3013
nation,Northern Ireland,N92000002,2021-07-24,2,3011
nation,Northern Ireland,N92000002,2021-07-23,3,3009
nation,Northern Ireland,N92000002,2021-07-22,3,3006
nation,Northern Ireland,N92000002,2021-07-21,2,3003
nation,Northern Ireland,N92000002,2021-07-20,3,3001
nation,Northern Ireland,N92000002,2021-07-19,1,2998
nation,Northern Ireland,N92000002,2021-07-18,1,2997
nation,Northern Ireland,N92000002,2021-07-17,1,2996
nation,Northern Ireland,N92000002,2021-07-16,3,2995
nation,Northern Ireland,N92000002,2021-07-15,0,2992
nation,Northern Ireland,N92000002,2021-07-14,0,2992
nation,Northern Ireland,N92000002,2021-07-13,0,2992
nation,Northern Ireland,N92000002,2021-07-12,0,2992
nation,Northern Ireland,N92000002,2021-07-11,1,2992
nation,Northern Ireland,N92000002,2021-07-10,1,2991
nation,Northern Ireland,N92000002,2021-07-09,1,2990
nation,Northern Ireland,N92000002,2021-07-08,1,2989
nation,Northern Ireland,N92000002,2021-07-07,0,2988
nation,Northern Ireland,N92000002,2021-07-06,0,2988
nation,Northern Ireland,N92000002,2021-07-05,0,2988
nation,Northern Ireland,N92000002,2021-07-04,1,2988
nation,Northern Ireland,N92000002,2021-07-03,2,2987
nation,Northern Ireland,N92000002,2021-07-02,1,2985
nation,Northern Ireland,N92000002,2021-07-01,1,2984
nation,Northern Ireland,N92000002,2021-06-30,0,2983
nation,Northern Ireland,N92000002,2021-06-29,0,2983
nation,Northern Ireland,N92000002,2021-06-28,0,2983
nation,Northern Ireland,N92000002,2021-06-27,0,2983
nation,Northern Ireland,N92000002,2021-06-26,0,2983
nation,Northern Ireland,N92000002,2021-06-25,0,2983
nation,Northern Ireland,N92000002,2021-06-24,1,2983
nation,Northern Ireland,N92000002,2021-06-23,1,2982
nation,Northern Ireland,N92000002,2021-06-22,0,2981
nation,Northern Ireland,N92000002,2021-06-21,0,2981
nation,Northern Ireland,N92000002,2021-06-20,0,2981
nation,Northern Ireland,N92000002,2021-06-19,0,2981
nation,Northern Ireland,N92000002,2021-06-18,0,2981
nation,Northern Ireland,N92000002,2021-06-17,0,2981
nation,Northern Ireland,N92000002,2021-06-16,0,2981
nation,Northern Ireland,N92000002,2021-06-15,0,2981
nation,Northern Ireland,N92000002,2021-06-14,0,2981
nation,Northern Ireland,N92000002,2021-06-13,0,2981
nation,Northern Ireland,N92000002,2021-06-12,1,2981
nation,Northern Ireland,N92000002,2021-06-11,1,2980
nation,Northern Ireland,N92000002,2021-06-10,0,2979
nation,Northern Ireland,N92000002,2021-06-09,0,2979
nation,Northern Ireland,N92000002,2021-06-08,1,2979
nation,Northern Ireland,N92000002,2021-06-07,0,2978
nation,Northern Ireland,N92000002,2021-06-06,0,2978
nation,Northern Ireland,N92000002,2021-06-05,0,2978
nation,Northern Ireland,N92000002,2021-06-04,0,2978
nation,Northern Ireland,N92000002,2021-06-03,0,2978
nation,Northern Ireland,N92000002,2021-06-02,1,2978
nation,Northern Ireland,N92000002,2021-06-01,0,2977
nation,Northern Ireland,N92000002,2021-05-31,1,2977
nation,Northern Ireland,N92000002,2021-05-30,0,2976
nation,Northern Ireland,N92000002,2021-05-29,0,2976
nation,Northern Ireland,N92000002,2021-05-28,1,2976
nation,Northern Ireland,N92000002,2021-05-27,0,2975
nation,Northern Ireland,N92000002,2021-05-26,0,2975
nation,Northern Ireland,N92000002,2021-05-25,0,2975
nation,Northern Ireland,N92000002,2021-05-24,1,2975
nation,Northern Ireland,N92000002,2021-05-23,1,2974
nation,Northern Ireland,N92000002,2021-05-22,0,2973
nation,Northern Ireland,N92000002,2021-05-21,1,2973
nation,Northern Ireland,N92000002,2021-05-20,0,2972
nation,Northern Ireland,N92000002,2021-05-19,0,2972
nation,Northern Ireland,N92000002,2021-05-18,1,2972
nation,Northern Ireland,N92000002,2021-05-17,0,2971
nation,Northern Ireland,N92000002,2021-05-16,2,2971
nation,Northern Ireland,N92000002,2021-05-15,0,2969
nation,Northern Ireland,N92000002,2021-05-14,1,2969
nation,Northern Ireland,N92000002,2021-05-13,2,2968
nation,Northern Ireland,N92000002,2021-05-12,0,2966
nation,Northern Ireland,N92000002,2021-05-11,2,2966
nation,Northern Ireland,N92000002,2021-05-10,0,2964
nation,Northern Ireland,N92000002,2021-05-09,0,2964
nation,Northern Ireland,N92000002,2021-05-08,1,2964
nation,Northern Ireland,N92000002,2021-05-07,0,2963
nation,Northern Ireland,N92000002,2021-05-06,1,2963
nation,Northern Ireland,N92000002,2021-05-05,0,2962
nation,Northern Ireland,N92000002,2021-05-04,0,2962
nation,Northern Ireland,N92000002,2021-05-03,0,2962
nation,Northern Ireland,N92000002,2021-05-02,0,2962
nation,Northern Ireland,N92000002,2021-05-01,1,2962
nation,Northern Ireland,N92000002,2021-04-30,0,2961
nation,Northern Ireland,N92000002,2021-04-29,0,2961
nation,Northern Ireland,N92000002,2021-04-28,0,2961
nation,Northern Ireland,N92000002,2021-04-27,1,2961
nation,Northern Ireland,N92000002,2021-04-26,0,2960
nation,Northern Ireland,N92000002,2021-04-25,1,2960
nation,Northern Ireland,N92000002,2021-04-24,1,2959
nation,Northern Ireland,N92000002,2021-04-23,0,2958
nation,Northern Ireland,N92000002,2021-04-22,3,2958
nation,Northern Ireland,N92000002,2021-04-21,3,2955
nation,Northern Ireland,N92000002,2021-04-20,0,2952
nation,Northern Ireland,N92000002,2021-04-19,1,2952
nation,Northern Ireland,N92000002,2021-04-18,0,2951
nation,Northern Ireland,N92000002,2021-04-17,1,2951
nation,Northern Ireland,N92000002,2021-04-16,1,2950
nation,Northern Ireland,N92000002,2021-04-15,0,2949
nation,Northern Ireland,N92000002,2021-04-14,3,2949
nation,Northern Ireland,N92000002,2021-04-13,3,2946
nation,Northern Ireland,N92000002,2021-04-12,0,2943
nation,Northern Ireland,N92000002,2021-04-11,2,2943
nation,Northern Ireland,N92000002,2021-04-10,1,2941
nation,Northern Ireland,N92000002,2021-04-09,2,2940
nation,Northern Ireland,N92000002,2021-04-08,3,2938
nation,Northern Ireland,N92000002,2021-04-07,2,2935
nation,Northern Ireland,N92000002,2021-04-06,2,2933
nation,Northern Ireland,N92000002,2021-04-05,3,2931
nation,Northern Ireland,N92000002,2021-04-04,1,2928
nation,Northern Ireland,N92000002,2021-04-03,2,2927
nation,Northern Ireland,N92000002,2021-04-02,2,2925
nation,Northern Ireland,N92000002,2021-04-01,2,2923
nation,Northern Ireland,N92000002,2021-03-31,0,2921
nation,Northern Ireland,N92000002,2021-03-30,1,2921
nation,Northern Ireland,N92000002,2021-03-29,4,2920
nation,Northern Ireland,N92000002,2021-03-28,1,2916
nation,Northern Ireland,N92000002,2021-03-27,2,2915
nation,Northern Ireland,N92000002,2021-03-26,4,2913
nation,Northern Ireland,N92000002,2021-03-25,0,2909
nation,Northern Ireland,N92000002,2021-03-24,0,2909
nation,Northern Ireland,N92000002,2021-03-23,1,2909
nation,Northern Ireland,N92000002,2021-03-22,4,2908
nation,Northern Ireland,N92000002,2021-03-21,3,2904
nation,Northern Ireland,N92000002,2021-03-20,2,2901
nation,Northern Ireland,N92000002,2021-03-19,3,2899
nation,Northern Ireland,N92000002,2021-03-18,4,2896
nation,Northern Ireland,N92000002,2021-03-17,2,2892
nation,Northern Ireland,N92000002,2021-03-16,3,2890
nation,Northern Ireland,N92000002,2021-03-15,2,2887
nation,Northern Ireland,N92000002,2021-03-14,1,2885
nation,Northern Ireland,N92000002,2021-03-13,0,2884
nation,Northern Ireland,N92000002,2021-03-12,2,2884
nation,Northern Ireland,N92000002,2021-03-11,6,2882
nation,Northern Ireland,N92000002,2021-03-10,6,2876
nation,Northern Ireland,N92000002,2021-03-09,6,2870
nation,Northern Ireland,N92000002,2021-03-08,2,2864
nation,Northern Ireland,N92000002,2021-03-07,3,2862
nation,Northern Ireland,N92000002,2021-03-06,6,2859
nation,Northern Ireland,N92000002,2021-03-05,1,2853
nation,Northern Ireland,N92000002,2021-03-04,3,2852
nation,Northern Ireland,N92000002,2021-03-03,4,2849
nation,Northern Ireland,N92000002,2021-03-02,4,2845
nation,Northern Ireland,N92000002,2021-03-01,5,2841
nation,Northern Ireland,N92000002,2021-02-28,4,2836
nation,Northern Ireland,N92000002,2021-02-27,3,2832
nation,Northern Ireland,N92000002,2021-02-26,6,2829
nation,Northern Ireland,N92000002,2021-02-25,7,2823
nation,Northern Ireland,N92000002,2021-02-24,8,2816
nation,Northern Ireland,N92000002,2021-02-23,3,2808
nation,Northern Ireland,N92000002,2021-02-22,12,2805
nation,Northern Ireland,N92000002,2021-02-21,7,2793
nation,Northern Ireland,N92000002,2021-02-20,7,2786
nation,Northern Ireland,N92000002,2021-02-19,3,2779
nation,Northern Ireland,N92000002,2021-02-18,7,2776
nation,Northern Ireland,N92000002,2021-02-17,13,2769
nation,Northern Ireland,N92000002,2021-02-16,17,2756
nation,Northern Ireland,N92000002,2021-02-15,8,2739
nation,Northern Ireland,N92000002,2021-02-14,8,2731
nation,Northern Ireland,N92000002,2021-02-13,8,2723
nation,Northern Ireland,N92000002,2021-02-12,11,2715
nation,Northern Ireland,N92000002,2021-02-11,13,2704
nation,Northern Ireland,N92000002,2021-02-10,11,2691
nation,Northern Ireland,N92000002,2021-02-09,6,2680
nation,Northern Ireland,N92000002,2021-02-08,12,2674
nation,Northern Ireland,N92000002,2021-02-07,11,2662
nation,Northern Ireland,N92000002,2021-02-06,15,2651
nation,Northern Ireland,N92000002,2021-02-05,15,2636
nation,Northern Ireland,N92000002,2021-02-04,17,2621
nation,Northern Ireland,N92000002,2021-02-03,8,2604
nation,Northern Ireland,N92000002,2021-02-02,17,2596
nation,Northern Ireland,N92000002,2021-02-01,23,2579
nation,Northern Ireland,N92000002,2021-01-31,17,2556
nation,Northern Ireland,N92000002,2021-01-30,13,2539
nation,Northern Ireland,N92000002,2021-01-29,24,2526
nation,Northern Ireland,N92000002,2021-01-28,19,2502
nation,Northern Ireland,N92000002,2021-01-27,23,2483
nation,Northern Ireland,N92000002,2021-01-26,16,2460
nation,Northern Ireland,N92000002,2021-01-25,19,2444
nation,Northern Ireland,N92000002,2021-01-24,17,2425
nation,Northern Ireland,N92000002,2021-01-23,25,2408
nation,Northern Ireland,N92000002,2021-01-22,15,2383
nation,Northern Ireland,N92000002,2021-01-21,19,2368
nation,Northern Ireland,N92000002,2021-01-20,23,2349
nation,Northern Ireland,N92000002,2021-01-19,28,2326
nation,Northern Ireland,N92000002,2021-01-18,23,2298
nation,Northern Ireland,N92000002,2021-01-17,35,2275
nation,Northern Ireland,N92000002,2021-01-16,23,2240
nation,Northern Ireland,N92000002,2021-01-15,29,2217
nation,Northern Ireland,N92000002,2021-01-14,34,2188
nation,Northern Ireland,N92000002,2021-01-13,24,2154
nation,Northern Ireland,N92000002,2021-01-12,24,2130
nation,Northern Ireland,N92000002,2021-01-11,31,2106
nation,Northern Ireland,N92000002,2021-01-10,15,2075
nation,Northern Ireland,N92000002,2021-01-09,22,2060
nation,Northern Ireland,N92000002,2021-01-08,14,2038
nation,Northern Ireland,N92000002,2021-01-07,28,2024
nation,Northern Ireland,N92000002,2021-01-06,12,1996
nation,Northern Ireland,N92000002,2021-01-05,16,1984
nation,Northern Ireland,N92000002,2021-01-04,14,1968
nation,Northern Ireland,N92000002,2021-01-03,15,1954
nation,Northern Ireland,N92000002,2021-01-02,17,1939
nation,Northern Ireland,N92000002,2021-01-01,17,1922
nation,Northern Ireland,N92000002,2020-12-31,16,1905
nation,Northern Ireland,N92000002,2020-12-30,14,1889
nation,Northern Ireland,N92000002,2020-12-29,12,1875
nation,Northern Ireland,N92000002,2020-12-28,14,1863
nation,Northern Ireland,N92000002,2020-12-27,16,1849
nation,Northern Ireland,N92000002,2020-12-26,14,1833
nation,Northern Ireland,N92000002,2020-12-25,10,1819
nation,Northern Ireland,N92000002,2020-12-24,17,1809
nation,Northern Ireland,N92000002,2020-12-23,23,1792
nation,Northern Ireland,N92000002,2020-12-22,13,1769
nation,Northern Ireland,N92000002,2020-12-21,22,1756
nation,Northern Ireland,N92000002,2020-12-20,20,1734
nation,Northern Ireland,N92000002,2020-12-19,16,1714
nation,Northern Ireland,N92000002,2020-12-18,17,1698
nation,Northern Ireland,N92000002,2020-12-17,15,1681
nation,Northern Ireland,N92000002,2020-12-16,14,1666
nation,Northern Ireland,N92000002,2020-12-15,9,1652
nation,Northern Ireland,N92000002,2020-12-14,11,1643
nation,Northern Ireland,N92000002,2020-12-13,12,1632
nation,Northern Ireland,N92000002,2020-12-12,8,1620
nation,Northern Ireland,N92000002,2020-12-11,14,1612
nation,Northern Ireland,N92000002,2020-12-10,16,1598
nation,Northern Ireland,N92000002,2020-12-09,11,1582
nation,Northern Ireland,N92000002,2020-12-08,10,1571
nation,Northern Ireland,N92000002,2020-12-07,19,1561
nation,Northern Ireland,N92000002,2020-12-06,15,1542
nation,Northern Ireland,N92000002,2020-12-05,14,1527
nation,Northern Ireland,N92000002,2020-12-04,11,1513
nation,Northern Ireland,N92000002,2020-12-03,11,1502
nation,Northern Ireland,N92000002,2020-12-02,12,1491
nation,Northern Ireland,N92000002,2020-12-01,9,1479
nation,Northern Ireland,N92000002,2020-11-30,15,1470
nation,Northern Ireland,N92000002,2020-11-29,12,1455
nation,Northern Ireland,N92000002,2020-11-28,14,1443
nation,Northern Ireland,N92000002,2020-11-27,15,1429
nation,Northern Ireland,N92000002,2020-11-26,14,1414
nation,Northern Ireland,N92000002,2020-11-25,6,1400
nation,Northern Ireland,N92000002,2020-11-24,10,1394
nation,Northern Ireland,N92000002,2020-11-23,9,1384
nation,Northern Ireland,N92000002,2020-11-22,14,1375
nation,Northern Ireland,N92000002,2020-11-21,9,1361
nation,Northern Ireland,N92000002,2020-11-20,17,1352
nation,Northern Ireland,N92000002,2020-11-19,16,1335
nation,Northern Ireland,N92000002,2020-11-18,14,1319
nation,Northern Ireland,N92000002,2020-11-17,17,1305
nation,Northern Ireland,N92000002,2020-11-16,9,1288
nation,Northern Ireland,N92000002,2020-11-15,17,1279
nation,Northern Ireland,N92000002,2020-11-14,16,1262
nation,Northern Ireland,N92000002,2020-11-13,20,1246
nation,Northern Ireland,N92000002,2020-11-12,9,1226
nation,Northern Ireland,N92000002,2020-11-11,17,1217
nation,Northern Ireland,N92000002,2020-11-10,12,1200
nation,Northern Ireland,N92000002,2020-11-09,9,1188
nation,Northern Ireland,N92000002,2020-11-08,13,1179
nation,Northern Ireland,N92000002,2020-11-07,12,1166
nation,Northern Ireland,N92000002,2020-11-06,21,1154
nation,Northern Ireland,N92000002,2020-11-05,8,1133
nation,Northern Ireland,N92000002,2020-11-04,12,1125
nation,Northern Ireland,N92000002,2020-11-03,15,1113
nation,Northern Ireland,N92000002,2020-11-02,7,1098
nation,Northern Ireland,N92000002,2020-11-01,12,1091
nation,Northern Ireland,N92000002,2020-10-31,10,1079
nation,Northern Ireland,N92000002,2020-10-30,14,1069
nation,Northern Ireland,N92000002,2020-10-29,15,1055
nation,Northern Ireland,N92000002,2020-10-28,8,1040
nation,Northern Ireland,N92000002,2020-10-27,12,1032
nation,Northern Ireland,N92000002,2020-10-26,14,1020
nation,Northern Ireland,N92000002,2020-10-25,8,1006
nation,Northern Ireland,N92000002,2020-10-24,9,998
nation,Northern Ireland,N92000002,2020-10-23,7,989
nation,Northern Ireland,N92000002,2020-10-22,7,982
nation,Northern Ireland,N92000002,2020-10-21,7,975
nation,Northern Ireland,N92000002,2020-10-20,5,968
nation,Northern Ireland,N92000002,2020-10-19,8,963
nation,Northern Ireland,N92000002,2020-10-18,9,955
nation,Northern Ireland,N92000002,2020-10-17,4,946
nation,Northern Ireland,N92000002,2020-10-16,2,942
nation,Northern Ireland,N92000002,2020-10-15,2,940
nation,Northern Ireland,N92000002,2020-10-14,4,938
nation,Northern Ireland,N92000002,2020-10-13,5,934
nation,Northern Ireland,N92000002,2020-10-12,6,929
nation,Northern Ireland,N92000002,2020-10-11,6,923
nation,Northern Ireland,N92000002,2020-10-10,2,917
nation,Northern Ireland,N92000002,2020-10-09,0,915
nation,Northern Ireland,N92000002,2020-10-08,0,915
nation,Northern Ireland,N92000002,2020-10-07,2,915
nation,Northern Ireland,N92000002,2020-10-06,1,913
nation,Northern Ireland,N92000002,2020-10-05,2,912
nation,Northern Ireland,N92000002,2020-10-04,0,910
nation,Northern Ireland,N92000002,2020-10-03,2,910
nation,Northern Ireland,N92000002,2020-10-02,2,908
nation,Northern Ireland,N92000002,2020-10-01,2,906
nation,Northern Ireland,N92000002,2020-09-30,1,904
nation,Northern Ireland,N92000002,2020-09-29,0,903
nation,Northern Ireland,N92000002,2020-09-28,1,903
nation,Northern Ireland,N92000002,2020-09-27,0,902
nation,Northern Ireland,N92000002,2020-09-26,0,902
nation,Northern Ireland,N92000002,2020-09-25,2,902
